symptoms	sentences
hiccup	Don't burp.
counter-current	And not anti-acid.
abdominal distention	Sometimes it's a little bloated, but it's not serious, it can take.
helicobacter infection	By the way, do you think it's necessary for me to check on the phantom conch?
cough	Starting in October of the previous year, coughing had been intermittently dry for more than a year, and the sense of the alien was not clear, and the upper end of the clavicle did not know whether it was a trachea or an esophagus was itchy and had no tweeting. The treatment of bronchitis, such as clotrimazole, which had previously been opened at Trina Hospital, had little effect.
cough	What's the problem, it doesn't feel serious, it doesn't matter, it's never good, it's only coughing.
difficult eating,abdominal distention	I'm so sorry, I'm so sorry.
difficult eating	I don't want to go too far.
diarrhea	It's like having a diarrhea once.
abdominal distention,abdominal pain	Urinary tract infections, tummy swells, sleeps, sometimes wakes up. (Woman, 18 years old)
diarrhea	I don't know what you're talking about.
diarrhea,abdominal distention	Abdominal swollen, diarrheal diarrhea, often unplugged and sometimes hot on the forehead.
hiccup,dysphagia,gastrointestinal discomfort,helicobacter infection,stomach ache	Doctor, from yesterday until now, my stomach has been a little uncomfortable, my throat has been so tight, it's kind of like squeezing when I'm crying, it's clogged. There are occasional stomach pains, but they can be alleviated later on. The examination wasn't a phantom rotor, not a gastric mirror. I'm a little angry. Sometimes I get up in the morning, I get sick, I grind my teeth at night. What's the cause?
loose stool,gastrointestinal discomfort	Okay, Doctor, I used to go to the bathroom because I had stomach problems, shit, intestinal mirrors, no problems, it'd be a lot better if I ate fungi.
ventilation	He's always farthing.
disgusting	I've been waiting for you lately.
disgusting,gastrointestinal discomfort	It's the stomach. It's disgusting.
gastrointestinal discomfort	I've always had bad stomachs and sometimes pains.
gastrointestinal discomfort	I've always had a bad stomach. I've always had a hard stomach.
diarrhea,disgusting	Menstruation is normal, not disgusting vomiting, and it hurts a little more if you press or run. The previous few weeks were a few days without taking a shit, and then you had a diarrhea, and then for more than a month, and for the last two or three weeks, you've been trying to take a shit, but you haven't.
diarrhea	Gastrointestinal inflammation, former non-florsar capsules and clotrimazole, still diarrhea, very rare and very small (Men, 26 years old)
abdominal pain	There was relief, no intermittent abdominal pain.
diarrhea	Still thin, is that normal?
back pain	The Nofluorsar capsule is not aware of any adverse reaction, and in the middle of the night I may have had an adverse reaction when my back was sore, and then I slept on my side to take a deep breath.
seung jo	I've never been allergic to drugs before.
diarrhea	Can the demagogues solve the problem of dilution?
seung jo	Doctor. If the head is allergic, what do you take?
frustration,sore throat,burning sensation in the pharynx	It's a pain in the throat, 37 and 5 degrees, isn't it AIDS?
counter-current,stomach ache,gastrointestinal discomfort	(BREATHING SCREAM)
abdominal distention	Last night it hurt so bad, I massaged two dens, it didn't hurt so much, just tried to swell my stomach.
diarrhea	Last time I ate mushrooms, I had a diarrhea, probably poisoned.
hematemesis,gastrointestinal discomfort,abdominal pain	This morning, I felt blood on my throat, spitting blood on my teeth, paining my stomach after eating, headaches from time to time, and now my stomach is sick.(Woman, 13 years old)
frequent urination	No, but it's always pissing, and it's still transparent.
chest pain	Tumor tics.
cough	I don't have a cough.
abdominal distention	Sung Jo.
diarrhea,disgusting	Occasionally, the feeling of dizziness, vomiting, diarrhea and accompaniment of cold and a lot of cold sweat, and the colorful whiteness of the face, will return to normal after a period of approximately 5 to 10 minutes. The medical check-up was not unusual, but my father, my aunt and one of my cousins showed the same symptoms.
black poo,loose stool	It's a rare and black turd these two days.
black poo,diarrhea,abdominal pain	I had a bad stomach and fainted the other day, and after that, I was thinking about getting my stomach and drinking black ginger tea, and then I had a little black poop.
black poo	No, I'm not. I'm fine and then I'm black. It's not serious.
helicobacter infection,indigestion,stomach ache	Heartache and stomach pain from time to time. I've been seeing a doctor for six months. I've taken a lot of pills, and I'm not good at it. Stopping to blow to check for phantom snails is also negative. The final diagnosis was functional indigestion. Then he took 14 days of dreary faith and two drugs. Still no good. What do we do?
stomach ache	My stomach aches.
hiccup	Sometimes burp it.
cough	And he coughs.
cough	A cough.
diarrhea,loose stool	The shit is sometimes thinned, and sometimes it comes out of a soft piece. It's rare to pull one out.
counter-current,cough	What's the main thing about dry cough? It's the backsliding of stomach acid to the esophagus. But when the wind blows and drinks water, I feel like coughing.
heat	I had a fever the other night. What do you take last night, 38 degrees, this morning, 37 degrees?
sore throat	I don't know.
abdominal pain	What if the tummy hurts? Is it okay if the doctor gives the intestines?
abdominal pain	Schizo's point of view.
loose stool	It's very rare.
blood in stool	Woman, 24 years old. Different degrees of constipation have lasted for about four years, with severe periods of difficulty and hemorrhage. About three days of shit once. Three years ago, the doctor made it easier to drink more water and eat more vegetables and fruits and exercise more. I didn't do what the doctor told me to do. It's been like this, it's not affecting my life, it's worrying.
abdominal pain	It hurts when you want to go to the bathroom. It doesn't hurt when you want to go to the bathroom. Ask the doctor. What's going on?
abdominal pain	Without these, it hurts when I go to the bathroom.
abdominal pain	It's a tummy that needs to go to the bathroom immediately.
abdominal pain	Hello, there was some pain in the stomach under the right ribs of the left rib, and it was normal to do liver functions, and then digested internal medicine. The doctor said it could be stomach inflammation, two days after he had eaten Opera. The day before yesterday, he went to eat a seafood buffet, he ate a lot of shrimp and seafood, and some cool stuff. Yesterday, it started to hurt under the left rib, it lasted until now.
gastrointestinal discomfort	Isn't seafood good for the stomach?
gastrointestinal discomfort	I don't feel a stomach condition, either. It's just a little rib pain on both sides.
sore throat,disgusting,gastrointestinal discomfort	,,,,,,,,..................................................................................................................................................................................................................................................... 
gastrointestinal discomfort	After three days of anti-inflammation medication, the tooth lids were light, the stomach was uncomfortable, and the stomach was as cold as the fridge in the morning, but the lunch was fine.
gastrointestinal discomfort	I don't feel well in my stomach. My tooth lids are swollen in a moment.
sore throat	I don't even know if I'm on fire or my stomach. I'm sick. The two days before, the tooth was sore. I've always wanted to drink water.
gastrointestinal discomfort	I had a little oatmeal tonight, a glass of water, or thirsty, I don't want water, I don't feel good, I want some fruit, but I'm afraid of my stomach. Please, help me.
